mcl(2)Z3534	FBgn0069177
CG34357	FBgn0085386
l(3)68Eg	FBgn0002255
l(2)K333	FBgn0002143
anon-93Fa	FBgn0014116
CG7744	FBgn0034447
CR44652	FBgn0265863
Dnai2	FBgn0036195
Neurl4	FBgn0283503
c282	FBgn0266135
ppk20	FBgn0039676
Rev1	FBgn0035150
Snx1	FBgn0031534
Su(rst)G67	FBgn0043981
l(2)KN13	FBgn0023025
CG6766	FBgn0032398
qkr58E-6	FBgn0025471
E(smoDN)2016	FBgn0083293
ChLD3	FBgn0032598
Corin	FBgn0033192
CR44496	FBgn0265689
coi	FBgn0000343
dwx	FBgn0000523
Tsp2A	FBgn0024361
mt:Cyt-b	FBgn0013678
fltB	FBgn0000696
l(2)SH0117	FBgn0065939
CR45123	FBgn0266616
CG14424	FBgn0025644
Hcs	FBgn0037332
EP3390	FBgn0043351
CG32797	FBgn0052797
CG6654	FBgn0038301
CG5776	FBgn0032450
l(3)ff29	FBgn0062522
ecp	FBgn0019819
zpg	FBgn0024177
l(3)hd	FBgn0005211
l(2)10565a	FBgn0028620
CG32295	FBgn0260480
Su(mg)1-2	FBgn0023165
l(3)10112	FBgn0010939
l(2)24CDa	FBgn0015454
CG10384	FBgn0034731
Taf	FBgn0261880
ind::Drer\\gsx1	FBgn0262168
T:ZnF-su(Hw)	FBgn0044813
HM54	FBgn0082341
fs(1)de17	FBgn0000806
l(2)Sp6b	FBgn0002162
bip	FBgn0004061
CG2846	FBgn0014930
CG41050	FBgn0069962
l(2)k08617	FBgn0261518
CG33056	FBgn0053056
CheB74a	FBgn0261294
l(1)6C-157	FBgn0061163
CR44722	FBgn0265933
CR45224	FBgn0266751
l(1)2Di	FBgn0005518
CG3500	FBgn0034849
mir-124	FBgn0262398
CG18769	FBgn0042185
CG43319	FBgn0263024
wl	FBgn0004017
ms(3)o33	FBgn0083074
neur	FBgn0002932
l(3)S000903	FBgn0061137
siren6	FBgn0260041
5-SZ-3716	FBgn0260221
GatA	FBgn0260779
Ca-alpha2	FBgn0015607
CalpB	FBgn0025866
CG12721	FBgn0030373
CG34298	FBgn0085327
CG41298	FBgn0085604
l(3)68Da	FBgn0002247
Rpn10	FBgn0015283
l(2)SH0567	FBgn0065722
CG33159	FBgn0053159
calypso	FBgn0262166
Burdock\\pol	FBgn0043781
l(2)SH0159	FBgn0065919
l(1)N36	FBgn0016855
CG14089	FBgn0036861
mn	FBgn0008653
Su(tor)3-168	FBgn0014063
CG33259	FBgn0036495
CG34236	FBgn0085265
l(1)DM-4	FBgn0011167
Smr	FBgn0265523
l(2)k10609	FBgn0021945
l(2)18E4	FBgn0026657
CR33318	FBgn0053318
otk2	FBgn0267728
ATPsynepsilonL	FBgn0051477
CR43425	FBgn0263344
RpS16	FBgn0034743
CG30108	FBgn0050108
E(var)182	FBgn0013231
B0193	FBgn0259589
l(2)k16919	FBgn0021799
l(2)T57h9	FBgn0011636
l(2)SH1522	FBgn0065421
UGP	FBgn0035978
l(2)SH1671	FBgn0065379
l(1)3Bf	FBgn0001410
anon-10Abb	FBgn0023127
l(2)SH1844	FBgn0065338
l(3)S142916	FBgn0027970
CG8519	FBgn0035711
Pc::Su(var)205	FBgn0015275
CG11933	FBgn0031615
grim	FBgn0015946
CG13026	FBgn0036656
l(2)39DEh	FBgn0016883
l(2)SH2226	FBgn0065222
B1521	FBgn0259650
CR44191	FBgn0265080
clv-2	FBgn0000328
CG43190	FBgn0262819
l(3)93Ca	FBgn0002381
anon-98Dd	FBgn0014943
CG1124	FBgn0037290
CG10713	FBgn0036360
mRpL42	FBgn0033480
bk64	FBgn0015915
l(3)S085706	FBgn0060630
CG32581	FBgn0052581
Dll	FBgn0000157
car	FBgn0000257
CG12822	FBgn0033229
CG32650	FBgn0052650
EP3645	FBgn0082366
CG18473	FBgn0037683
CG8516	FBgn0037757
CG31663	FBgn0051663
CG7914	FBgn0030995
M(UAS-dsh)8-3	FBgn0063921
CR9337	FBgn0032898
CG32206	FBgn0052206
l(2)k06712	FBgn0015993
CG31388	FBgn0051388
Cpr23B	FBgn0031467
Ir47b	FBgn0265141
Mod(var)E1060	FBgn0062577
CR45040	FBgn0266400
mir-281-2	FBgn0262423
CR43831	FBgn0264379
CG14636	FBgn0037217
E(br)187	FBgn0069449
CR46079	FBgn0267748
lectin-37Da	FBgn0053532
CR44055	FBgn0264864
CU31.4	FBgn0020502
CG43153	FBgn0262683
CG13318	FBgn0037627
5SrRNA:CR33398	FBgn0053398
Pcf11	FBgn0264962
l(2)37Db	FBgn0002038
CG14341	FBgn0031315
drm	FBgn0024244
l(3)S110812	FBgn0060483
Su(VGlut)B8	FBgn0262692
CG8389	FBgn0034063
Or98P	FBgn0067407
CR45165	FBgn0266675
PZ22	FBgn0020624
Quasimodo\\gag	FBgn0044353
l(2)SH2013	FBgn0065290
skf	FBgn0262600
Rab11	FBgn0015790
anon-d43	FBgn0041767
tRNA:Arg-ACG-1-5	FBgn0011955
l(2)k09033	FBgn0024871
CG11426	FBgn0037166
CG42554	FBgn0260756
CG1504	FBgn0031100
l(1)tsW3	FBgn0010132
l(2)SH0427	FBgn0065791
cripA	FBgn0000372
dft	FBgn0000440
CG34149	FBgn0083985
mt:tRNA:Lys-CTT	FBgn0013697
CG7860	FBgn0030653
l(1)ts3733	FBgn0001846
CG5516	FBgn0038389
CR42844	FBgn0262033
rs	FBgn0003281
mus105	FBgn0002881
bbc	FBgn0033844
CG7718	FBgn0038649
R2-element\\ORF	FBgn0016699
l(2)SH2141	FBgn0065244
l(3)65CEb	FBgn0015498
EP3561	FBgn0044455
CG32850	FBgn0052850
CG18788	FBgn0042126
snoRNA:Psi28S-3342	FBgn0086667
tu(2)48j	FBgn0003877
CG11263	FBgn0036330
sNPF-R	FBgn0036934
l(2)31Eo	FBgn0014232
Cyt-c1	FBgn0035600
CR45424	FBgn0266973
ImpE2	FBgn0001254
CG18302	FBgn0032266
CG5068	FBgn0035951
Cnot4	FBgn0051716
l(2)s4989	FBgn0010701
Or43a	FBgn0026389
Gr59d	FBgn0041236
Tim17a2	FBgn0037307
EP-469.1	FBgn0259462
anon-38E.18	FBgn0046634
snoRNA:Me28S-A2589c	FBgn0086025
CR44189	FBgn0265078
CR43787	FBgn0264328
l(2)SH0759	FBgn0065641
CG13164	FBgn0061197
SdhAL	FBgn0036222
B2001	FBgn0259520
VhaM9.7-b	FBgn0028663
CR45286	FBgn0266824
CG8664	FBgn0030836
CG4896	FBgn0031319
l(3)96Bg	FBgn0024855
CR43436	FBgn0263384
baz	FBgn0000163
l(1)ESHS51	FBgn0001730
l(2)39DEl	FBgn0016887
Met75Ca	FBgn0028416
CG13984	FBgn0260452
snoRNA:Psi18S-1377d	FBgn0083048
Omar	FBgn0261002
l(1)TK129	FBgn0005721
RnrS	FBgn0011704
CR45827	FBgn0267477
comt	FBgn0000346
B1350	FBgn0259665
LysD	FBgn0004427
E(cact[E10])81	FBgn0015697
CG44433	FBgn0265625
anon-26Ab	FBgn0024716
CG40380	FBgn0058380
stv	FBgn0086708
snoRNA:Me28S-A2634b	FBgn0082945
CG10508	FBgn0037060
His4:CG33893	FBgn0053893
tor::tub	FBgn0015557
CG13857	FBgn0038958
Hexo1	FBgn0041630
ade2	FBgn0000052
E(Dl)F25	FBgn0010028
mim	FBgn0053558
Su(var)2-12	FBgn0003614
EP2031	FBgn0082373
CSN3	FBgn0027055
btz	FBgn0045862
fs(1)A1371	FBgn0000778
bsf	FBgn0032679
CG3499	FBgn0034792
5SrRNA:CR33442	FBgn0053442
tRNA:Asp-GTC-1-10	FBgn0011844
GG01544	FBgn0259588
Dif::Rel	FBgn0262618
Shab	FBgn0262593
l(3)ry60	FBgn0014327
P29	FBgn0026785
Mos	FBgn0033773
zep	FBgn0041086
CR44398	FBgn0265548
ms(1)4	FBgn0002796
CG46026	FBgn0267690
Gale	FBgn0035147
E(rst)E146	FBgn0044088
CG41254	FBgn0085580
CG15071	FBgn0034377
CG34457	FBgn0085486
CR45754	FBgn0267318
CG11722	FBgn0037777
CG14631	FBgn0029552
18w::Tl	FBgn0043464
2L1360	FBgn0260075
Oatp33Eb	FBgn0032435
CG16908	FBgn0037741
CG13040	FBgn0036608
CG40279	FBgn0058279
2L4771	FBgn0260105
CG7708	FBgn0038641
l(3)SH066	FBgn0065151
CR44780	FBgn0266007
tRNA:Asp-GTC-1-1	FBgn0051914
Ste:CG33236	FBgn0053236
CG30391	FBgn0050391
Mat1	FBgn0024956
l(3)SH010	FBgn0065176
CR45696	FBgn0267260
Ku80	FBgn0041627
CG18834	FBgn0042157
GSd429	FBgn0260338
Klp59C	FBgn0034824
CG17996	FBgn0032595
l(2)34Fd	FBgn0261535
T:Myr-Src42A	FBgn0086491
Su(var)2-142	FBgn0003620
E(smoDN)2047	FBgn0083289
CR45923	FBgn0267585
l(3)j9E7	FBgn0011423
Ca-3	FBgn0022704
l(4)K-2	FBgn0023003
CR44376	FBgn0265526
l(3)SG38	FBgn0002481
CG16965	FBgn0032387
CR43644	FBgn0263653
l(3)S081003	FBgn0028091
CG10657	FBgn0036289
Sgf29	FBgn0050390
Su(mg)3-2	FBgn0023150
nyo	FBgn0039852
ARY	FBgn0058064
CR46262	FBgn0267995
His2A:CG33829	FBgn0053829
Ars2	FBgn0033062
Tpl94D	FBgn0051281
Rpn13R	FBgn0029745
CG12159	FBgn0033232
fs(2)HO192	FBgn0000979
l(3)S143814	FBgn0060343
l(1)N6	FBgn0016859
CG9095	FBgn0030617
btx	FBgn0066370
Atac1	FBgn0031876
PGRP-SB2	FBgn0043577
CG6867	FBgn0030887
Mst98Ca	FBgn0002865
l(3)SH023	FBgn0065171
CG1999	FBgn0029947
l(2)SH0090	FBgn0065948
CG43982	FBgn0264714
Su(mg)2-2	FBgn0023157
Bre1	FBgn0086694
Ttc19	FBgn0032744
iab6-1.as	FBgn0065974
CG12200	FBgn0031018
l(1)G0209	FBgn0027270
CG15093	FBgn0034390
EMC8-9	FBgn0034791
CR43361	FBgn0263093
anon-X2	FBgn0026269
cn	FBgn0000337
l(1)13Fa	FBgn0014971
EC497	FBgn0261726
CR44046	FBgn0264838
CG17201	FBgn0040572
l(1)5DEa	FBgn0015439
CG6426	FBgn0034162
GSd453	FBgn0260245
Sap30	FBgn0030788
CG12784	FBgn0038356
CG13404	FBgn0030559
tRNA:Trp-CCA-2-3	FBgn0050206
osh	FBgn0003014
Acer	FBgn0016122
bap	FBgn0004862
pros	FBgn0004595
Su(tor)278-22	FBgn0026335
BG01564	FBgn0070003
CR44346	FBgn0265446
prd5	FBgn0004440
CG14866	FBgn0038315
E(da)	FBgn0000548
fs(3)85Aa	FBgn0025778
Ercc1	FBgn0028434
CG10962	FBgn0030073
CG13360	FBgn0025620
CG4763	FBgn0034910
Mod(var)1317	FBgn0062610
CG4935	FBgn0028897
BG00472	FBgn0263944
l(1)296-14	FBgn0011189
Gase2	FBgn0022400
scpr-A	FBgn0037889
CG30114	FBgn0050114
CR32661	FBgn0030356
Su(Ste):CR42413	FBgn0259844
l(3)99Dd	FBgn0002403
E(spl)mgamma-HLH::E(spl)mdelta-HLH	FBgn0266567
l(2)KX3	FBgn0002151
mcl(2)Z0193	FBgn0069185
fai	FBgn0000631
l(1)TK113	FBgn0005710
RpL7A	FBgn0014026
Rab14	FBgn0015791
mir-9380	FBgn0283560
ag	FBgn0000059
CR32582	FBgn0052582
Gr57a	FBgn0041240
S(ls)5	FBgn0086203
anon-59Cf	FBgn0020579
Hsc70-3	FBgn0001218
Hemagglutinin	FBgn0025369
CG1888	FBgn0033421
ste24a	FBgn0034176
CG11671	FBgn0037562
CG42382	FBgn0259728
cr-3	FBgn0000366
Lon	FBgn0036892
l(2)44Fq	FBgn0041742
KH4	FBgn0069401
l(1)11	FBgn0019793
anon-64Bd	FBgn0015882
l(2)4-3A	FBgn0023433
CG40112	FBgn0058112
CG31266	FBgn0051266
CG15545	FBgn0039806
CG6018	FBgn0034736
vid	FBgn0020773
l(2)k12702	FBgn0024640
l(3)S091104	FBgn0060604
CR44136	FBgn0264985
EC3-13	FBgn0283458
CG7028	FBgn0027587
ND-18	FBgn0031021
CG42383	FBgn0259729
CG12682	FBgn0029729
iab4-5.s	FBgn0065975
CG32074	FBgn0052074
CR44233	FBgn0265164
Cpr64Ac	FBgn0035512
l(2)BV	FBgn0020842
mir-1002	FBgn0262272
iav	FBgn0086693
Su(PDS)P86	FBgn0082613
CG18833	FBgn0042156
ifm(2)RS6	FBgn0262713
CG10019	FBgn0031568
CG9864	FBgn0034490
CG5938	FBgn0046247
CG46193	FBgn0267905
l(2)00629	FBgn0010465
nAChRbeta1	FBgn0000038
l(2)SH1635	FBgn0065387
CG42789	FBgn0261860
pasha	FBgn0039861
snRNP42K	FBgn0022972
CG12134	FBgn0033471
CG14562	FBgn0037142
l(2)39a	FBgn0005137
CG8229	FBgn0033356
Ilp7	FBgn0044046
pdm3	FBgn0261588
CR44535	FBgn0265728
ynd	FBgn0016082
CR44536	FBgn0265729
hoe2	FBgn0031649
CR45815	FBgn0267465
lambdaTry	FBgn0043470
l(3)S048318	FBgn0028138
fsd	FBgn0033813
CR44228	FBgn0265159
mor(1)12	FBgn0019679
CR46154	FBgn0267866
bw	FBgn0000241
l(3)85Ag	FBgn0002316
splw	FBgn0003478
CG12509	FBgn0040613
CR45728	FBgn0267292
ato::sc	FBgn0019840
R19	FBgn0067053
CG17427	FBgn0040049
Kaz1-ORFB	FBgn0063923
3R-31-22	FBgn0070042
CG8419	FBgn0031999
ppan	FBgn0010770
Pkcdelta	FBgn0259680
stf	FBgn0003524
CG18835	FBgn0042158
CG1246	FBgn0035360
CG5770	FBgn0034291
l(2)k07308	FBgn0022091
l(2)SH1516	FBgn0065424
CR46018	FBgn0267682
scf	FBgn0025682
CG12692	FBgn0029703
l(2)SH1810	FBgn0065348
CR45397	FBgn0266946
CG44088	FBgn0264897
l(2)k09601	FBgn0021993
CR45903	FBgn0267563
CG14668	FBgn0037320
spirit	FBgn0030051
siren2	FBgn0260032
CG5327	FBgn0034363
kkv	FBgn0001311
CG4036	FBgn0032149
CG13066	FBgn0040797
yellow-b	FBgn0032601
snoRNA:2R:9445410	FBgn0263459
Su(E1)-M	FBgn0262779
B2009	FBgn0259544
CG2812	FBgn0034931
CR45642	FBgn0267202
HGTX	FBgn0040318
CR31144	FBgn0051144
rngo	FBgn0030753
CR43936	FBgn0264564
CG33341	FBgn0053341
CG11986	FBgn0037656
CG2698	FBgn0037536
CG10014	FBgn0038000
l(2)SH1050	FBgn0065546
aha	FBgn0084556
Gba1b	FBgn0051414
CG33644	FBgn0053644
l(2)SH0636	FBgn0065696
CG2577	FBgn0030384
CG2291	FBgn0033279
zld	FBgn0259789
CG15312	FBgn0030174
laph	FBgn0023002
CG18063	FBgn0028856
E(rst)C6	FBgn0044099
Hira	FBgn0022786
l(2)k12004	FBgn0021905
l(2)MV	FBgn0002156
CG15282	FBgn0028855
l(3)18304	FBgn0061494
Su(Ste):CR42432	FBgn0259863
Sy	FBgn0005362
18SrRNA	FBgn0061475
CG42672	FBgn0261554
Grip71	FBgn0032705
ird25	FBgn0046843
CG33061	FBgn0053061
CR43458	FBgn0263412
Nc18A	FBgn0005689
CG43711	FBgn0263850
CG9154	FBgn0031777
CarT	FBgn0032879
mir-2501	FBgn0262442
l(3)L2100	FBgn0024541
CG7206	FBgn0030892
CR43643	FBgn0263652
mth	FBgn0023000
CG12362	FBgn0036082
CG11360	FBgn0039920
CG14160	FBgn0036066
scaRNA:MeU2-G25	FBgn0261452
CR43243	FBgn0262888
CG41463	FBgn0084024
l(2)G84	FBgn0005151
l(1)N32	FBgn0016851
anon-10Ax	FBgn0023110
Eig71Ek	FBgn0014851
CG32461	FBgn0052461
CG12263	FBgn0034346
e(y)2	FBgn0000618
CG6171	FBgn0026737
CG17544	FBgn0032775
rad	FBgn0265597
hypoG	FBgn0001245
l(2)21Be	FBgn0020843
tRNA:Val-TAC-1-2	FBgn0052421
l(3)S119016b	FBgn0060454
Su(osk)K2	FBgn0020893
Su(mg)1-1	FBgn0023166
CG32483	FBgn0052483
romeo-y-julieta	FBgn0260020
CG12599	FBgn0040838
CR44196	FBgn0265085
mir-4964	FBgn0263519
l(2)SH0477	FBgn0065762
dop	FBgn0267390
Su(var)2-3	FBgn0003590
l(1)TK223	FBgn0005736
Baldspot	FBgn0260960
CG2017	FBgn0037391
flrdR	FBgn0000694
Lpin	FBgn0263593
Blm	FBgn0002906
CG15905	FBgn0034462
CG14582	FBgn0031177
Su(Ste):CR42411	FBgn0259842
ctp	FBgn0011760
CG10289	FBgn0035688
l(2)SH0662	FBgn0065682
scg	FBgn0003331
CG32591	FBgn0052591
S(CycE[JP])2.6	FBgn0082632
CG30424	FBgn0050424
CG42726	FBgn0261679
CG10862	FBgn0035455
CR40573	FBgn0085748
anon-61C	FBgn0010428
Tango13	FBgn0086674
CG32228	FBgn0052228
mot-28	FBgn0002785
miscue	FBgn0024210
l(3)67BDq	FBgn0002219
l(3)SH026	FBgn0065170
l(3)S084308b	FBgn0060637
l(3)S004019b	FBgn0061123
B2035	FBgn0259640
MKP-4	FBgn0031044
CG18673	FBgn0040629
EP1534	FBgn0044473
CG30076	FBgn0050076
CG40949	FBgn0085542
mir-1003	FBgn0262431
cbc	FBgn0033842
CR42548	FBgn0260721
CR44485	FBgn0265678
pg	FBgn0003072
l(2)k03706	FBgn0022214
Hs2st	FBgn0024230
CG17323	FBgn0032713
CG8620	FBgn0040837
dgo	FBgn0086898
mir-4914	FBgn0263564
fs(1)162	FBgn0045058
CG5728	FBgn0039182
Adar	FBgn0026086
CG13365	FBgn0029529
His2B:CG33906	FBgn0053906
snoRNA:291	FBgn0065070
snoRNA:U49:66Db	FBgn0060291
nana	FBgn0084110
GSd436	FBgn0260292
l(3)L1820	FBgn0024538
CG14933	FBgn0040968
l(1)10Bs	FBgn0017394
CG30172	FBgn0050172
Alg10	FBgn0052076
ALiX	FBgn0086346
CG3925	FBgn0037780
CG11089	FBgn0039241
ush	FBgn0003963
Su(osk)B11	FBgn0020901
CR43626	FBgn0263617
CR46242	FBgn0267962
l(2)24EFa	FBgn0005503
snRNA:K2a	FBgn0016982
CR45372	FBgn0266912
CG17207	FBgn0038051
shf	FBgn0003390
CG40117	FBgn0058117
CG16815	FBgn0032491
anon-85Aa	FBgn0025333
Mod(Prat:bw)1-3	FBgn0067884
EbpII	FBgn0011694
Su(Ste):CR42407	FBgn0259838
l(1)TK238	FBgn0005746
l(3)77CDa	FBgn0029021
mei-G17	FBgn0005298
l(1)dn2	FBgn0001625
tko	FBgn0003714
EloC	FBgn0266711
l(3)L3F	FBgn0067342
26-29-p	FBgn0250848
CR44369	FBgn0265500
CR46092	FBgn0267761
l(3)66EFd	FBgn0043482
Cbp46A	FBgn0013760
l(2)k09834	FBgn0041117
Fol2	FBgn0066116
fl(1)302	FBgn0000661
CG4957	FBgn0032205
CG6675	FBgn0032973
Ir75b	FBgn0261402
ar	FBgn0000112
CG5687	FBgn0035293
CG13101	FBgn0032084
CG32827	FBgn0052827
ms(1)266	FBgn0027635
LPA-AT	FBgn0023196
Cpr78Cc	FBgn0037069
CG33658	FBgn0053658
CG32822	FBgn0052822
GSd478	FBgn0260282
l(2)SH1353	FBgn0065464
E(Khc)ek9	FBgn0029178
Not11	FBgn0034963
CG10147	FBgn0035702
CG34248	FBgn0085277
CG31909	FBgn0051909
Cam	FBgn0000253
Pak::Pkc53E	FBgn0260507
l(2)SH2167	FBgn0065234
l(2)k9	FBgn0044347
Cpr65Aw	FBgn0052404
Dm88\\rt	FBgn0063549
tRNA:Gly-TCC-1-3	FBgn0051242
CR43812	FBgn0264360
Yeti	FBgn0267398
acd(2)5E8	FBgn0024267
l(2)SH0267	FBgn0065864
l(3)SG76	FBgn0005380
l(2)k06006	FBgn0022148
l(2)k14505	FBgn0021856
CG6462	FBgn0035663
E(ftz)2955	FBgn0082683
min	FBgn0002747
dnc	FBgn0000479
tipA	FBgn0003706
l(3)02670	FBgn0021785
CR43422	FBgn0263341
fme	FBgn0002702
CG46192	FBgn0267904
l(3)3450-C	FBgn0063420
l(2)YOa	FBgn0017370
l(3)S129717	FBgn0060414
MESR3	FBgn0032694
l(2)k06407	FBgn0020288
Cadps	FBgn0053653
fs(1)A462	FBgn0000758
Gr39b	FBgn0041245
l(3)S066905	FBgn0060737
l(2)SH2018	FBgn0065288
mat(2)cell-I	FBgn0002660
l(2)57Ac	FBgn0004149
CG18870	FBgn0042180
mus316	FBgn0069108
CSN7	FBgn0028836
Rab30	FBgn0031882
CR44108	FBgn0264939
grb	FBgn0014180
l(3)87Ef	FBgn0002358
s-484	FBgn0266512
N-b	FBgn0005317
CG13202	FBgn0033623
CR45314	FBgn0266853
mnd	FBgn0002778
l(3)CL62	FBgn0263904
l(2)51Ea	FBgn0004158
BG01420	FBgn0265489
l(3)S036401b	FBgn0060953
l(3)99DEj	FBgn0066345
Diedel3	FBgn0085358
CR45777	FBgn0267424
Dic3	FBgn0033248
CG14369	FBgn0038159
mei-251	FBgn0002710
ApI	FBgn0019639
RhoGAP92B	FBgn0038747
sunn	FBgn0052088
CG14958	FBgn0035413
l(1)EN4	FBgn0001668
ifm(2)RS2	FBgn0262709
CG8372	FBgn0032000
CG31800	FBgn0051800
CG9305	FBgn0032512
CG16986	FBgn0035356
ms28E	FBgn0060302
CR45096	FBgn0266535
l(2)SH2307	FBgn0065200
CR45804	FBgn0267454
Gyc89Da	FBgn0038435
l(3)S069805	FBgn0060715
snRNA:U5:38ABa	FBgn0043022
l(1)G0444	FBgn0028266
CG15432	FBgn0031603
CG31205	FBgn0051205
CG5568	FBgn0035641
Rab39	FBgn0029959
tRNA:Lys-CTT-2-1Psi	FBgn0051485
tRNA:Thr-TGT-2-2	FBgn0050506
D	FBgn0000411
CR12798	FBgn0039987
CR41550	FBgn0085803
CR43671	FBgn0263746
CR44827	FBgn0266074
l(2)SH0642	FBgn0065692
CR43681	FBgn0263764
l(1)3Bc	FBgn0001408
giantoid	FBgn0001153
T:TM-Nrt	FBgn0267699
Hex-t2	FBgn0042710
E(Sev-CycE)E19	FBgn0041842
aos::fng	FBgn0041764
CG32115	FBgn0052115
Oaz	FBgn0261613
CG34031	FBgn0054031
fs(1)M68	FBgn0000872
roX2	FBgn0019660
CG3198	FBgn0029887
CG17413	FBgn0040047
CG13708	FBgn0035577
CG11000	FBgn0263353
l(3)ry84	FBgn0014330
mir-980	FBgn0262266
CG7276	FBgn0036499
l(2)SH1869	FBgn0065333
Ir7e	FBgn0259189
deltaCOP	FBgn0028969
l(2)k05104	FBgn0022192
CR46260	FBgn0267993
l(1)G0414	FBgn0028283
HM813	FBgn0082330
CG10512	FBgn0037057
l(2)k16904	FBgn0014277
l(2)46Dc	FBgn0014987
Crag	FBgn0025864
E(smoDN)2576	FBgn0083276
CG12795	FBgn0031535
LBR	FBgn0034657
CG13450	FBgn0036526
GT49-2-4	FBgn0044066
betaNACtes2	FBgn0030563
CG13599	FBgn0039128
Cyp4ae1	FBgn0015036
l(3)S042622	FBgn0028153
l(2)SH0701	FBgn0065665
CR46239	FBgn0267959
mir-9381	FBgn0283548
CG15496	FBgn0040581
CR46094	FBgn0267763
aperB	FBgn0000103
CG42571	FBgn0260777
Rst(3)mth1	FBgn0010080
Arf79F	FBgn0010348
CG31817	FBgn0028899
l(1)adl13	FBgn0005424
Eth-AR308	FBgn0041834
anon-38B.1	FBgn0046682
h	FBgn0001168
l(2)26Ad	FBgn0001943
C495	FBgn0259465
CG12520	FBgn0036324
skap	FBgn0037643
vm2	FBgn0016965
Mkp3	FBgn0036844
lute	FBgn0262871
CG13284	FBgn0032614
Ada1-1	FBgn0051865
l(2)SH0479	FBgn0065760
CG31812	FBgn0051812
vah	FBgn0014402
cld	FBgn0004992
l(1)Q62	FBgn0011101
CG32277	FBgn0052277
CG10470	FBgn0032746
Ubx::Akap\\Ubx	FBgn0041177
l(2)22Ad	FBgn0001903
Ugt86Dg	FBgn0040253
l(3)ED220-1	FBgn0262653
l(2)k10237	FBgn0021955
9.35	FBgn0044332
CG4278	FBgn0014092
cpx	FBgn0041605
CG43816	FBgn0264364
den	FBgn0000431
mit(1)14	FBgn0002764
l(2)SH1834	FBgn0065341
BG642312	FBgn0047334
pbl	FBgn0003041
CG12479	FBgn0040871
CG17589	FBgn0033002
l(2)SH1985	FBgn0065302
Ctf4	FBgn0033890
CG5527	FBgn0039564
CG41274	FBgn0085591
2L1281	FBgn0260123
l(3)01010	FBgn0024508
Amph	FBgn0027356
CG7414	FBgn0037135
h::brk	FBgn0064182
2L3574	FBgn0260125
Prp38	FBgn0050342
CR44418	FBgn0265591
CG15473	FBgn0029719
CG44362	FBgn0265469
CR45717	FBgn0267281
E(var)104	FBgn0025842
Rpb10	FBgn0039218
ste24c	FBgn0050462
CG30338	FBgn0050338
CG40534	FBgn0085495
anon-57Ch	FBgn0020589
CG13930	FBgn0035256
l(1)16Cb	FBgn0015420
5SrRNA:CR33400	FBgn0053400
aos::sty	FBgn0026730
CG34433	FBgn0085462
lin-10	FBgn0064162
anon-4Bc	FBgn0017431
hb	FBgn0001180
anon-68Ea	FBgn0017427
l(2)64	FBgn0002107
CG41059	FBgn0069958
upSET	FBgn0036398
COX7AL	FBgn0037579
sens	FBgn0002573
anon-10Ce	FBgn0015852
l(2)DB2	FBgn0014255
Liprin-beta	FBgn0036376
mir-318	FBgn0262420
Shroom	FBgn0085408
l(2)PC4-51	FBgn0015974
5SrRNA:CR33360	FBgn0053360
GstE2	FBgn0063498
Sfp51E	FBgn0259966
betaCOP	FBgn0008635
JJF164	FBgn0069414
CR44863	FBgn0266157
l(2)39ADe	FBgn0016867
CR44750	FBgn0265963
CR42767	FBgn0261835
CG15107	FBgn0041702
l(3)99Db	FBgn0002401
Int6	FBgn0025582
Usp5	FBgn0035402
hypnos-3	FBgn0022735
ssp7	FBgn0052667
l(2)2B	FBgn0027198
p55M	FBgn0067667
CG42450	FBgn0259927
CR44415	FBgn0265588
l(1)tr	FBgn0001823
107.1	FBgn0011557
CG13676	FBgn0035844
lectin-24Db	FBgn0040102
l(2)SH0449	FBgn0065777
CaMKII	FBgn0264607
SdhBL	FBgn0030975
CG40103	FBgn0058103
CG12004	FBgn0035236
EP-108	FBgn0259302
CG3292	FBgn0034710
CG41447	FBgn0084011
CG8353	FBgn0032002
Cpr67Fa2	FBgn0036109
DnaJ-60	FBgn0260775
CR43621	FBgn0263612
DJ996	FBgn0261718
CG14502	FBgn0034321
CG14142	FBgn0036143
CG10195	FBgn0032787
TyrRS-m	FBgn0035064
CG31792	FBgn0051792
l(3)neo55	FBgn0011485
l(1)2Dj	FBgn0023063
CG43736	FBgn0263993
l(3)S005115	FBgn0061119
snoRNA:Psi18S-1275	FBgn0086663
bch	FBgn0000167
CG5024	FBgn0039373
bin	FBgn0045759
CR32728	FBgn0052728
mir-4966-2	FBgn0283464
Mod(var)1474	FBgn0062599
drpr	FBgn0027594
l(2)55Db	FBgn0015970
EP3303	FBgn0044461
l(3)01344	FBgn0010745
l(1)291-69	FBgn0011178
Obp46a	FBgn0033508
Ama	FBgn0000071
CG31249	FBgn0051249
l(3)S022122b	FBgn0061063
l(1)v463	FBgn0005460
P(3)91A	FBgn0029143
Fs1	FBgn0010324
Pex6	FBgn0033564
Tgt	FBgn0031321
CR43852	FBgn0264434
scpr-C	FBgn0037879
l(3)S042203b	FBgn0060926
CG15880	FBgn0031283
l(3)S129310b	FBgn0060417
CG14820	FBgn0035718
M6	FBgn0037092
CG45061	FBgn0266431
CG6845	FBgn0035099
CG10866	FBgn0035475
l(2)SH0694	FBgn0065667
l(1)Q36	FBgn0011080
T-B9.3	FBgn0015824
FCO-A	FBgn0264416
